;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 29/04/2022 03:30:18
;----------------------------------------------

;Address Opcode 	ASM
;__Lib_Math.c,661 :: 		
0x0171	0x187B      	BTFSC      R11, 0
;__Lib_Math.c,662 :: 		
0x0172	0x2988      	GOTO       $+22
;__Lib_Math.c,663 :: 		
0x0173	0x1FFD      	BTFSS      R13, 7
;__Lib_Math.c,664 :: 		
0x0174	0x3400      	RETLW      0
;__Lib_Math.c,665 :: 		
0x0175	0x09F0      	COMF       R0, 1
;__Lib_Math.c,666 :: 		
0x0176	0x0AF0      	INCF       R0, 1
;__Lib_Math.c,667 :: 		
0x0177	0x09F8      	COMF       R8, 1
;__Lib_Math.c,668 :: 		
0x0178	0x0AF8      	INCF       R8, 1
;__Lib_Math.c,669 :: 		
0x0179	0x3400      	RETLW      0
;__Lib_Math.c,670 :: 		
0x017A	0x1FF4      	BTFSS      R4, 7
;__Lib_Math.c,671 :: 		
0x017B	0x2985      	GOTO       $+10
;__Lib_Math.c,672 :: 		
0x017C	0x1BF0      	BTFSC      R0, 7
;__Lib_Math.c,673 :: 		
0x017D	0x2982      	GOTO       $+5
;__Lib_Math.c,674 :: 		
0x017E	0x0870      	MOVF       R0, 0
;__Lib_Math.c,675 :: 		
0x017F	0x00F8      	MOVWF      R8
;__Lib_Math.c,676 :: 		
0x0180	0x01F0      	CLRF       R0
;__Lib_Math.c,677 :: 		
0x0181	0x2973      	GOTO       $-14
;__Lib_Math.c,678 :: 		
0x0182	0x01F0      	CLRF       R0
;__Lib_Math.c,679 :: 		
0x0183	0x0AF0      	INCF       R0, 1
;__Lib_Math.c,680 :: 		
0x0184	0x3400      	RETLW      0
;__Lib_Math.c,681 :: 		
0x0185	0x09F0      	COMF       R0, 1
;__Lib_Math.c,682 :: 		
0x0186	0x0AFB      	INCF       R11, 1
;__Lib_Math.c,683 :: 		
0x0187	0x295B      	GOTO       $-44
;__Lib_Math.c,684 :: 		
0x0188	0x0AF8      	INCF       R8, 1
;__Lib_Math.c,685 :: 		
0x0189	0x0874      	MOVF       R4, 0
;__Lib_Math.c,686 :: 		
0x018A	0x0278      	SUBWF      R8, 0
;__Lib_Math.c,687 :: 		
0x018B	0x1D03      	BTFSS      STATUS, 2
;__Lib_Math.c,688 :: 		
0x018C	0x2973      	GOTO       $-25
;__Lib_Math.c,689 :: 		
0x018D	0x01F8      	CLRF       R8
;__Lib_Math.c,690 :: 		
0x018E	0x0AF0      	INCF       R0, 1
;__Lib_Math.c,691 :: 		
0x018F	0x1FF0      	BTFSS      R0, 7
;__Lib_Math.c,692 :: 		
0x0190	0x2973      	GOTO       $-29
;__Lib_Math.c,693 :: 		
0x0191	0x34FF      	RETLW      255
;__Lib_Math.c,695 :: 		
L_end_Div_8X8_S:
0x0192	0x0008      	RETURN
; end of _Div_8X8_S
_Compare_Double:
;__Lib_MathDouble.c,2053 :: 		
;__Lib_MathDouble.c,2062 :: 		
;__Lib_MathDouble.c,2064 :: 		
0x0193	0x1283      	BCF        STATUS, 5
;__Lib_MathDouble.c,2065 :: 		
0x0194	0x1303      	BCF        STATUS, 6
;__Lib_MathDouble.c,2067 :: 		
0x0195	0x01FA      	CLRF       R10
;__Lib_MathDouble.c,2068 :: 		
0x0196	0x0873      	MOVF       R3, 0
;__Lib_MathDouble.c,2069 :: 		
0x0197	0x1D03      	BTFSS      STATUS, 2
;__Lib_MathDouble.c,2070 :: 		
0x0198	0x147A      	BSF        R10, 0
;__Lib_MathDouble.c,2071 :: 		
0x0199	0x0877      	MOVF       R7, 0
;__Lib_MathDouble.c,2072 :: 		
0x019A	0x1D03      	BTFSS      STATUS, 2
;__Lib_MathDouble.c,2073 :: 		
0x019B	0x14FA      	BSF        R10, 1
;__Lib_MathDouble.c,2075 :: 		
0x019C	0x087A      	MOVF       R10, 0
;__Lib_MathDouble.c,2076 :: 		
0x019D	0x1903      	BTFSC      STATUS, 2
;__Lib_MathDouble.c,2077 :: 		
0x019E	0x29DF      	GOTO       COMPARE_EQU
;__Lib_MathDouble.c,2078 :: 		
0x019F	0x3A03      	XORLW      3
;__Lib_MathDouble.c,2079 :: 		
0x01A0	0x1903      	BTFSC      STATUS, 2
;__Lib_MathDouble.c,2080 :: 		
0x01A1	0x29AA      	GOTO       COMPARE_NOTZERO
;__Lib_MathDouble.c,2082 :: 		
0x01A2	0x187A      	BTFSC      R10, 0
;__Lib_MathDouble.c,2083 :: 		
0x01A3	0x29A7      	GOTO       COMPARE_XNOTZERO
;__Lib_MathDouble.c,2085 :: 		
0x01A4	0x1FF6      	BTFSS      R6, 7
;__Lib_MathDouble.c,2086 :: 		
0x01A5	0x29DD      	GOTO       COMPARE_LT
;__Lib_MathDouble.c,2087 :: 		
0x01A6	0x29DB      	GOTO       COMPARE_GT
;__Lib_MathDouble.c,2088 :: 		
COMPARE_XNOTZERO:
;__Lib_MathDouble.c,2089 :: 		
0x01A7	0x1FF2      	BTFSS      R2, 7
;__Lib_MathDouble.c,2090 :: 		
0x01A8	0x29DB      	GOTO       COMPARE_GT
;__Lib_MathDouble.c,2091 :: 		
0x01A9	0x29DD      	GOTO       COMPARE_LT
;__Lib_MathDouble.c,2093 :: 		
COMPARE_NOTZERO:
;__Lib_MathDouble.c,2094 :: 		
0x01AA	0x0872      	MOVF       R2, 0
;__Lib_MathDouble.c,2095 :: 		
0x01AB	0x3980      	ANDLW      128
;__Lib_MathDouble.c,2096 :: 		
0x01AC	0x00FA      	MOVWF      R10
;__Lib_MathDouble.c,2097 :: 		
0x01AD	0x13F2      	BCF        R2, 7
;__Lib_MathDouble.c,2099 :: 		
0x01AE	0x0876      	MOVF       R6, 0
;__Lib_MathDouble.c,2100 :: 		
0x01AF	0x3980      	ANDLW      128
;__Lib_MathDouble.c,2101 :: 		
0x01B0	0x13F6      	BCF        R6, 7
;__Lib_MathDouble.c,2103 :: 		
0x01B1	0x067A      	XORWF      R10, 0
;__Lib_MathDouble.c,2104 :: 		
0x01B2	0x1903      	BTFSC      STATUS, 2
;__Lib_MathDouble.c,2105 :: 		
0x01B3	0x29B8      	GOTO       COMPARE_TESTALL
;__Lib_MathDouble.c,2107 :: 		
0x01B4	0x087A      	MOVF       R10, 0
;__Lib_MathDouble.c,2108 :: 		
0x01B5	0x1903      	BTFSC      STATUS, 2
;__Lib_MathDouble.c,2109 :: 		
0x01B6	0x29DB      	GOTO       COMPARE_GT
;__Lib_MathDouble.c,2110 :: 		
0x01B7	0x29DD      	GOTO       COMPARE_LT
;__Lib_MathDouble.c,2112 :: 		
COMPARE_TESTALL:
;__Lib_MathDouble.c,2113 :: 		
0x01B8	0x0877      	MOVF       R7, 0
;__Lib_MathDouble.c,2114 :: 		
0x01B9	0x0273      	SUBWF      R3, 0
;__Lib_MathDouble.c,2115 :: 		
0x01BA	0x1903      	BTFSC      STATUS, 2
;__Lib_MathDouble.c,2116 :: 		
0x01BB	0x29BF      	GOTO       COMPARE_C1
;__Lib_MathDouble.c,2117 :: 		
0x01BC	0x1C03      	BTFSS      STATUS, 0
;__Lib_MathDouble.c,2118 :: 		
0x01BD	0x29D3      	GOTO       GT_FALSE
;__Lib_MathDouble.c,2119 :: 		
0x01BE	0x29D7      	GOTO       GT_TRUE
;__Lib_MathDouble.c,2120 :: 		
COMPARE_C1:
;__Lib_MathDouble.c,2121 :: 		
0x01BF	0x0876      	MOVF       R6, 0
;__Lib_MathDouble.c,2122 :: 		
0x01C0	0x0272      	SUBWF      R2, 0
;__Lib_MathDouble.c,2123 :: 		
0x01C1	0x1903      	BTFSC      STATUS, 2
;__Lib_MathDouble.c,2124 :: 		
0x01C2	0x29C6      	GOTO       COMPARE_C2
;__Lib_MathDouble.c,2125 :: 		
0x01C3	0x1C03      	BTFSS      STATUS, 0
;__Lib_MathDouble.c,2126 :: 		
0x01C4	0x29D3      	GOTO       GT_FALSE
;__Lib_MathDouble.c,2127 :: 		
0x01C5	0x29D7      	GOTO       GT_TRUE
;__Lib_MathDouble.c,2128 :: 		
COMPARE_C2:
;__Lib_MathDouble.c,2129 :: 		
0x01C6	0x0875      	MOVF       R5, 0
;__Lib_MathDouble.c,2130 :: 		
0x01C7	0x0271      	SUBWF      R1, 0
;__Lib_MathDouble.c,2131 :: 		
0x01C8	0x1903      	BTFSC      STATUS, 2
;__Lib_MathDouble.c,2132 :: 		
0x01C9	0x29CD      	GOTO       COMPARE_C3
;__Lib_MathDouble.c,2133 :: 		
0x01CA	0x1C03      	BTFSS      STATUS, 0
;__Lib_MathDouble.c,2134 :: 		
0x01CB	0x29D3      	GOTO       GT_FALSE
;__Lib_MathDouble.c,2135 :: 		
0x01CC	0x29D7      	GOTO       GT_TRUE
;__Lib_MathDouble.c,2136 :: 		
COMPARE_C3:
;__Lib_MathDouble.c,2137 :: 		
0x01CD	0x0874      	MOVF       R4, 0
;__Lib_MathDouble.c,2138 :: 		
0x01CE	0x0270      	SUBWF      R0, 0
;__Lib_MathDouble.c,2139 :: 		
0x01CF	0x1903      	BTFSC      STATUS, 2
;__Lib_MathDouble.c,2140 :: 		
0x01D0	0x29DF      	GOTO       COMPARE_EQU
;__Lib_MathDouble.c,2141 :: 		
0x01D1	0x1803      	BTFSC      STATUS, 0
;__Lib_MathDouble.c,2142 :: 		
0x01D2	0x29D7      	GOTO       GT_TRUE
;__Lib_MathDouble.c,2144 :: 		
GT_FALSE:
;__Lib_MathDouble.c,2145 :: 		
0x01D3	0x08FA      	MOVF       R10, 1
;__Lib_MathDouble.c,2146 :: 		
0x01D4	0x1903      	BTFSC      STATUS, 2
;__Lib_MathDouble.c,2147 :: 		
0x01D5	0x29DD      	GOTO       COMPARE_LT
;__Lib_MathDouble.c,2148 :: 		
0x01D6	0x29DB      	GOTO       COMPARE_GT
;__Lib_MathDouble.c,2149 :: 		
GT_TRUE:
;__Lib_MathDouble.c,2150 :: 		
0x01D7	0x08FA      	MOVF       R10, 1
;__Lib_MathDouble.c,2151 :: 		
0x01D8	0x1903      	BTFSC      STATUS, 2
;__Lib_MathDouble.c,2152 :: 		
0x01D9	0x29DB      	GOTO       COMPARE_GT
;__Lib_MathDouble.c,2153 :: 		
0x01DA	0x29DD      	GOTO       COMPARE_LT
;__Lib_MathDouble.c,2155 :: 		
COMPARE_GT:
;__Lib_MathDouble.c,2158 :: 		
0x01DB	0x1403      	BSF        STATUS, 0
;__Lib_MathDouble.c,2159 :: 		
0x01DC	0x0008      	RETURN
;__Lib_MathDouble.c,2160 :: 		
COMPARE_LT:
;__Lib_MathDouble.c,2163 :: 		
0x01DD	0x1003      	BCF        STATUS, 0
;__Lib_MathDouble.c,2164 :: 		
0x01DE	0x0008      	RETURN
;__Lib_MathDouble.c,2165 :: 		
COMPARE_EQU:
;__Lib_MathDouble.c,2168 :: 		
0x01DF	0x1403      	BSF        STATUS, 0
;__Lib_MathDouble.c,2169 :: 		
0x01E0	0x1503      	BSF        STATUS, 2
;__Lib_MathDouble.c,2170 :: 		
0x01E1	0x0008      	RETURN
;__Lib_MathDouble.c,2172 :: 		
L_end_Compare_Double:
0x01E2	0x0008      	RETURN
; end of _Compare_Double
_Lcd_Chr:
;__Lib_Lcd.c,65 :: 		
;__Lib_Lcd.c,66 :: 		
0x01E3	0x29F5      	GOTO       L_Lcd_Chr4
;__Lib_Lcd.c,67 :: 		
L_Lcd_Chr6:
0x01E4	0x3080      	MOVLW      128
0x01E5	0x1683      	BSF        STATUS, 5
0x01E6	0x1303      	BCF        STATUS, 6
0x01E7	0x00E7      	MOVWF      FARG_Lcd_Chr_row
0x01E8	0x2A08      	GOTO       L_Lcd_Chr5
;__Lib_Lcd.c,68 :: 		
L_Lcd_Chr7:
0x01E9	0x30C0      	MOVLW      192
0x01EA	0x00E7      	MOVWF      FARG_Lcd_Chr_row
0x01EB	0x2A08      	GOTO       L_Lcd_Chr5
;__Lib_Lcd.c,69 :: 		
L_Lcd_Chr8:
0x01EC	0x3094      	MOVLW      148
0x01ED	0x00E7      	MOVWF      FARG_Lcd_Chr_row
0x01EE	0x2A08      	GOTO       L_Lcd_Chr5
;__Lib_Lcd.c,70 :: 		
L_Lcd_Chr9:
0x01EF	0x30D4      	MOVLW      212
0x01F0	0x00E7      	MOVWF      FARG_Lcd_Chr_row
0x01F1	0x2A08      	GOTO       L_Lcd_Chr5
;__Lib_Lcd.c,71 :: 		
L_Lcd_Chr10:
0x01F2	0x3080      	MOVLW      128
0x01F3	0x00E7      	MOVWF      FARG_Lcd_Chr_row
;__Lib_Lcd.c,72 :: 		
0x01F4	0x2A08      	GOTO       L_Lcd_Chr5
L_Lcd_Chr4:
0x01F5	0x1683      	BSF        STATUS, 5
0x01F6	0x1303      	BCF        STATUS, 6
0x01F7	0x0867      	MOVF       FARG_Lcd_Chr_row, 0
0x01F8	0x3A01      	XORLW      1
0x01F9	0x1903      	BTFSC      STATUS, 2
0x01FA	0x29E4      	GOTO       L_Lcd_Chr6
0x01FB	0x0867      	MOVF       FARG_Lcd_Chr_row, 0
0x01FC	0x3A02      	XORLW      2
0x01FD	0x1903      	BTFSC      STATUS, 2
0x01FE	0x29E9      	GOTO       L_Lcd_Chr7
0x01FF	0x0867      	MOVF       FARG_Lcd_Chr_row, 0
0x0200	0x3A03      	XORLW      3
0x0201	0x1903      	BTFSC      STATUS, 2
0x0202	0x29EC      	GOTO       L_Lcd_Chr8
0x0203	0x0867      	MOVF       FARG_Lcd_Chr_row, 0
0x0204	0x3A04      	XORLW      4
0x0205	0x1903      	BTFSC      STATUS, 2
0x0206	0x29EF      	GOTO       L_Lcd_Chr9
0x0207	0x29F2      	GOTO       L_Lcd_Chr10
L_Lcd_Chr5:
;__Lib_Lcd.c,74 :: 		
0x0208	0x0368      	DECF       FARG_Lcd_Chr_column, 0
0x0209	0x00F0      	MOVWF      R0
0x020A	0x0867      	MOVF       FARG_Lcd_Chr_row, 0
0x020B	0x07F0      	ADDWF      R0, 1
0x020C	0x0870      	MOVF       R0, 0
0x020D	0x00E7      	MOVWF      FARG_Lcd_Chr_row
;__Lib_Lcd.c,76 :: 		
0x020E	0x1438      	BSF        __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0)
;__Lib_Lcd.c,77 :: 		
0x020F	0x0870      	MOVF       R0, 0
0x0210	0x00EC      	MOVWF      FARG_Lcd_Cmd_out_char
0x0211	0x20B8      	CALL       _Lcd_Cmd
;__Lib_Lcd.c,79 :: 		
0x0212	0x1683      	BSF        STATUS, 5
0x0213	0x1038      	BCF        __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0)
;__Lib_Lcd.c,80 :: 		
0x0214	0x0869      	MOVF       FARG_Lcd_Chr_out_char, 0
0x0215	0x00EC      	MOVWF      FARG_Lcd_Cmd_out_char
0x0216	0x20B8      	CALL       _Lcd_Cmd
;__Lib_Lcd.c,81 :: 		
0x0217	0x1683      	BSF        STATUS, 5
0x0218	0x1438      	BSF        __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0)
;__Lib_Lcd.c,82 :: 		
L_end_Lcd_Chr:
0x0219	0x0008      	RETURN
; end of _Lcd_Chr
_EEPROM_Read:
;__Lib_EEPROM.c,4 :: 		
;__Lib_EEPROM.c,5 :: 		
0x021A	0x1683      	BSF        STATUS, 5
0x021B	0x1303      	BCF        STATUS, 6
0x021C	0x0867      	MOVF       FARG_EEPROM_Read_Address, 0
0x021D	0x1283      	BCF        STATUS, 5
0x021E	0x1703      	BSF        STATUS, 6
0x021F	0x008D      	MOVWF      EEADR
;__Lib_EEPROM.c,6 :: 		
0x0220	0x1683      	BSF        STATUS, 5
0x0221	0x138C      	BCF        EECON1, 7
;__Lib_EEPROM.c,12 :: 		
0x0222	0x140C      	BSF        EECON1, 0
;__Lib_EEPROM.c,13 :: 		
0x0223	0x1283      	BCF        STATUS, 5
0x0224	0x080C      	MOVF       EEDATA, 0
0x0225	0x00F0      	MOVWF      R0
;__Lib_EEPROM.c,14 :: 		
L_end_EEPROM_Read:
0x0226	0x0008      	RETURN
; end of _EEPROM_Read
_Mul_32x32_FP:
;__Lib_MathDouble.c,610 :: 		
;__Lib_MathDouble.c,622 :: 		
;__Lib_MathDouble.c,624 :: 		
0x0227	0x1283      	BCF        STATUS, 5
;__Lib_MathDouble.c,625 :: 		
0x0228	0x1303      	BCF        STATUS, 6
;__Lib_MathDouble.c,627 :: 		
0x0229	0x01FB      	CLRF       R11
;__Lib_MathDouble.c,628 :: 		
0x022A	0x0873      	MOVF       R3, 0
;__Lib_MathDouble.c,629 :: 		
0x022B	0x1D03      	BTFSS      STATUS, 2
;__Lib_MathDouble.c,630 :: 		
0x022C	0x0877      	MOVF       R7, 0
;__Lib_MathDouble.c,631 :: 		
0x022D	0x1903      	BTFSC      STATUS, 2
;__Lib_MathDouble.c,632 :: 		
0x022E	0x2A7E      	GOTO       JPMRES032
;__Lib_MathDouble.c,634 :: 		
0x022F	0x0872      	MOVF       R2, 0
;__Lib_MathDouble.c,635 :: 		
0x0230	0x0676      	XORWF      R6, 0
;__Lib_MathDouble.c,636 :: 		
0x0231	0x00FA      	MOVWF      R10
;__Lib_MathDouble.c,637 :: 		
0x0232	0x0877      	MOVF       R7, 0
;__Lib_MathDouble.c,638 :: 		
0x0233	0x07F3      	ADDWF      R3, 1
;__Lib_MathDouble.c,639 :: 		
0x0234	0x307E      	MOVLW      126
;__Lib_MathDouble.c,640 :: 		
0x0235	0x1C03      	BTFSS      STATUS, 0
;__Lib_MathDouble.c,641 :: 		
0x0236	0x2A3B      	GOTO       MTUN32
;__Lib_MathDouble.c,642 :: 		
0x0237	0x02F3      	SUBWF      R3, 1
;__Lib_MathDouble.c,643 :: 		
0x0238	0x1803      	BTFSC      STATUS, 0
;__Lib_MathDouble.c,644 :: 		
0x0239	0x2A81      	GOTO       JPMSETFOV32
;__Lib_MathDouble.c,645 :: 		
0x023A	0x2A3E      	GOTO       MOK32
;__Lib_MathDouble.c,646 :: 		
MTUN32:
;__Lib_MathDouble.c,647 :: 		
0x023B	0x02F3      	SUBWF      R3, 1
;__Lib_MathDouble.c,648 :: 		
0x023C	0x1C03      	BTFSS      STATUS, 0
;__Lib_MathDouble.c,649 :: 		
0x023D	0x2A84      	GOTO       JPMSETFUN32
;__Lib_MathDouble.c,650 :: 		
MOK32:
;__Lib_MathDouble.c,651 :: 		
0x023E	0x0872      	MOVF       R2, 0
;__Lib_MathDouble.c,652 :: 		
0x023F	0x00F8      	MOVWF      R8
;__Lib_MathDouble.c,653 :: 		
0x0240	0x0871      	MOVF       R1, 0
;__Lib_MathDouble.c,654 :: 		
0x0241	0x00FC      	MOVWF      R12
;__Lib_MathDouble.c,655 :: 		
0x0242	0x0870      	MOVF       R0, 0
;__Lib_MathDouble.c,656 :: 		
0x0243	0x00FD      	MOVWF      R13
;__Lib_MathDouble.c,657 :: 		
0x0244	0x17F8      	BSF        R8, 7
;__Lib_MathDouble.c,658 :: 		
0x0245	0x17F6      	BSF        R6, 7
;__Lib_MathDouble.c,659 :: 		
0x0246	0x1003      	BCF        STATUS, 0
;__Lib_MathDouble.c,660 :: 		
0x0247	0x01F2      	CLRF       R2
;__Lib_MathDouble.c,661 :: 		
0x0248	0x01F1      	CLRF       R1
;__Lib_MathDouble.c,662 :: 		
0x0249	0x01F0      	CLRF       R0
;__Lib_MathDouble.c,663 :: 		
0x024A	0x3018      	MOVLW      24
;__Lib_MathDouble.c,664 :: 		
0x024B	0x00A1      	MOVWF      __math_tempbD
;__Lib_MathDouble.c,665 :: 		
MLOOP32:
;__Lib_MathDouble.c,666 :: 		
0x024C	0x1C7D      	BTFSS      R13, 0
;__Lib_MathDouble.c,667 :: 		
0x024D	0x2A58      	GOTO       MNOADD32
;__Lib_MathDouble.c,669 :: 		
0x024E	0x0874      	MOVF       R4, 0
;__Lib_MathDouble.c,670 :: 		
0x024F	0x07F0      	ADDWF      R0, 1
;__Lib_MathDouble.c,671 :: 		
0x0250	0x0875      	MOVF       R5, 0
;__Lib_MathDouble.c,672 :: 		
0x0251	0x1803      	BTFSC      STATUS, 0
;__Lib_MathDouble.c,673 :: 		
0x0252	0x0F75      	INCFSZ     R5, 0
;__Lib_MathDouble.c,674 :: 		
0x0253	0x07F1      	ADDWF      R1, 1
;__Lib_MathDouble.c,675 :: 		
0x0254	0x0876      	MOVF       R6, 0
;__Lib_MathDouble.c,676 :: 		
0x0255	0x1803      	BTFSC      STATUS, 0
;__Lib_MathDouble.c,677 :: 		
0x0256	0x0F76      	INCFSZ     R6, 0
;__Lib_MathDouble.c,678 :: 		
0x0257	0x07F2      	ADDWF      R2, 1
;__Lib_MathDouble.c,679 :: 		
MNOADD32:
;__Lib_MathDouble.c,680 :: 		
0x0258	0x0CF2      	RRF        R2, 1
;__Lib_MathDouble.c,681 :: 		
0x0259	0x0CF1      	RRF        R1, 1
;__Lib_MathDouble.c,682 :: 		
0x025A	0x0CF0      	RRF        R0, 1
;__Lib_MathDouble.c,683 :: 		
0x025B	0x0CF8      	RRF        R8, 1
;__Lib_MathDouble.c,684 :: 		
0x025C	0x0CFC      	RRF        R12, 1
;__Lib_MathDouble.c,685 :: 		
0x025D	0x0CFD      	RRF        R13, 1
;__Lib_MathDouble.c,686 :: 		
0x025E	0x1003      	BCF        STATUS, 0
;__Lib_MathDouble.c,687 :: 		
0x025F	0x0BA1      	DECFSZ     __math_tempbD, 1
;__Lib_MathDouble.c,688 :: 		
0x0260	0x2A4C      	GOTO       MLOOP32
;__Lib_MathDouble.c,689 :: 		
0x0261	0x1BF2      	BTFSC      R2, 7
;__Lib_MathDouble.c,690 :: 		
0x0262	0x2A68      	GOTO       MROUND32
;__Lib_MathDouble.c,691 :: 		
0x0263	0x0DF8      	RLF        R8, 1
;__Lib_MathDouble.c,692 :: 		
0x0264	0x0DF0      	RLF        R0, 1
;__Lib_MathDouble.c,693 :: 		
0x0265	0x0DF1      	RLF        R1, 1
;__Lib_MathDouble.c,694 :: 		
0x0266	0x0DF2      	RLF        R2, 1
;__Lib_MathDouble.c,695 :: 		
0x0267	0x03F3      	DECF       R3, 1
;__Lib_MathDouble.c,696 :: 		
MROUND32:
;__Lib_MathDouble.c,697 :: 		
0x0268	0x1B7B      	BTFSC      R11, 6
;__Lib_MathDouble.c,698 :: 		
0x0269	0x1C70      	BTFSS      R0, 0
;__Lib_MathDouble.c,699 :: 		
0x026A	0x2A7A      	GOTO       MUL32OK
;__Lib_MathDouble.c,700 :: 		
0x026B	0x1FF8      	BTFSS      R8, 7
;__Lib_MathDouble.c,701 :: 		
0x026C	0x2A7A      	GOTO       MUL32OK
;__Lib_MathDouble.c,702 :: 		
0x026D	0x0AF0      	INCF       R0, 1
;__Lib_MathDouble.c,703 :: 		
0x026E	0x1903      	BTFSC      STATUS, 2
;__Lib_MathDouble.c,704 :: 		
0x026F	0x0AF1      	INCF       R1, 1
;__Lib_MathDouble.c,705 :: 		
0x0270	0x1903      	BTFSC      STATUS, 2
;__Lib_MathDouble.c,706 :: 		
0x0271	0x0AF2      	INCF       R2, 1
;__Lib_MathDouble.c,707 :: 		
0x0272	0x1D03      	BTFSS      STATUS, 2
;__Lib_MathDouble.c,708 :: 		
0x0273	0x2A7A      	GOTO       MUL32OK
;__Lib_MathDouble.c,709 :: 		
0x0274	0x0CF2      	RRF        R2, 1
;__Lib_MathDouble.c,710 :: 		
0x0275	0x0CF1      	RRF        R1, 1
;__Lib_MathDouble.c,711 :: 		
0x0276	0x0CF0      	RRF        R0, 1
;__Lib_MathDouble.c,712 :: 		
0x0277	0x0AF3      	INCF       R3, 1
;__Lib_MathDouble.c,713 :: 		
0x0278	0x1903      	BTFSC      STATUS, 2
;__Lib_MathDouble.c,714 :: 		
0x0279	0x2A81      	GOTO       JPMSETFOV32
;__Lib_MathDouble.c,715 :: 		
MUL32OK:
;__Lib_MathDouble.c,716 :: 		
0x027A	0x1FFA      	BTFSS      R10, 7
;__Lib_MathDouble.c,717 :: 		
0x027B	0x13F2      	BCF        R2, 7
;__Lib_MathDouble.c,718 :: 		
0x027C	0x3000      	MOVLW      0
;__Lib_MathDouble.c,720 :: 		
0x027D	0x2A86      	GOTO       MUL32EEE
;__Lib_MathDouble.c,721 :: 		
JPMRES032:
;__Lib_MathDouble.c,722 :: 		
0x027E	0x3001      	MOVLW      1
;__Lib_MathDouble.c,725 :: 		
0x027F	0x212F      	CALL       _RES032
;__Lib_MathDouble.c,727 :: 		
0x0280	0x2A86      	GOTO       MUL32EEE
;__Lib_MathDouble.c,728 :: 		
JPMSETFOV32:
;__Lib_MathDouble.c,729 :: 		
0x0281	0x3002      	MOVLW      2
;__Lib_MathDouble.c,732 :: 		
0x0282	0x2123      	CALL       _SETFOV32
;__Lib_MathDouble.c,734 :: 		
0x0283	0x2A86      	GOTO       MUL32EEE
;__Lib_MathDouble.c,735 :: 		
JPMSETFUN32:
;__Lib_MathDouble.c,736 :: 		
0x0284	0x3004      	MOVLW      4
;__Lib_MathDouble.c,739 :: 		
0x0285	0x2136      	CALL       _SETFUN32
;__Lib_MathDouble.c,741 :: 		
MUL32EEE:
;__Lib_MathDouble.c,742 :: 		
0x0286	0x0000      	NOP
;__Lib_MathDouble.c,749 :: 		
L_end_Mul_32x32_FP:
0x0287	0x0008      	RETURN
; end of _Mul_32x32_FP
_Lcd_Out:
;__Lib_Lcd.c,184 :: 		
;__Lib_Lcd.c,187 :: 		
0x0288	0x2A9A      	GOTO       L_Lcd_Out11
;__Lib_Lcd.c,188 :: 		
L_Lcd_Out13:
0x0289	0x3080      	MOVLW      128
0x028A	0x1683      	BSF        STATUS, 5
0x028B	0x1303      	BCF        STATUS, 6
0x028C	0x00E7      	MOVWF      FARG_Lcd_Out_row
0x028D	0x2AAD      	GOTO       L_Lcd_Out12
;__Lib_Lcd.c,189 :: 		
L_Lcd_Out14:
0x028E	0x30C0      	MOVLW      192
0x028F	0x00E7      	MOVWF      FARG_Lcd_Out_row
0x0290	0x2AAD      	GOTO       L_Lcd_Out12
;__Lib_Lcd.c,190 :: 		
L_Lcd_Out15:
0x0291	0x3094      	MOVLW      148
0x0292	0x00E7      	MOVWF      FARG_Lcd_Out_row
0x0293	0x2AAD      	GOTO       L_Lcd_Out12
;__Lib_Lcd.c,191 :: 		
L_Lcd_Out16:
0x0294	0x30D4      	MOVLW      212
0x0295	0x00E7      	MOVWF      FARG_Lcd_Out_row
0x0296	0x2AAD      	GOTO       L_Lcd_Out12
;__Lib_Lcd.c,192 :: 		
L_Lcd_Out17:
0x0297	0x3080      	MOVLW      128
0x0298	0x00E7      	MOVWF      FARG_Lcd_Out_row
;__Lib_Lcd.c,193 :: 		
0x0299	0x2AAD      	GOTO       L_Lcd_Out12
L_Lcd_Out11:
0x029A	0x1683      	BSF        STATUS, 5
0x029B	0x1303      	BCF        STATUS, 6
0x029C	0x0867      	MOVF       FARG_Lcd_Out_row, 0
0x029D	0x3A01      	XORLW      1
0x029E	0x1903      	BTFSC      STATUS, 2
0x029F	0x2A89      	GOTO       L_Lcd_Out13
0x02A0	0x0867      	MOVF       FARG_Lcd_Out_row, 0
0x02A1	0x3A02      	XORLW      2
0x02A2	0x1903      	BTFSC      STATUS, 2
0x02A3	0x2A8E      	GOTO       L_Lcd_Out14
0x02A4	0x0867      	MOVF       FARG_Lcd_Out_row, 0
0x02A5	0x3A03      	XORLW      3
0x02A6	0x1903      	BTFSC      STATUS, 2
0x02A7	0x2A91      	GOTO       L_Lcd_Out15
0x02A8	0x0867      	MOVF       FARG_Lcd_Out_row, 0
0x02A9	0x3A04      	XORLW      4
0x02AA	0x1903      	BTFSC      STATUS, 2
0x02AB	0x2A94      	GOTO       L_Lcd_Out16
0x02AC	0x2A97      	GOTO       L_Lcd_Out17
L_Lcd_Out12:
